profile_id,sex,age,pr_interest_keyword_cd_1,pr_interest_keyword_cd_2,pr_interest_keyword_cd_3,ch_interest_keyword_cd_1,ch_interest_keyword_cd_2,ch_interest_keyword_cd_3
6609,M,4,P04,P06,P03,K01,K02,
6614,F,6,P06,,,K01,,
6617,F,2,P06,,,K01,,
6618,M,5,P07,P04,P05,K01,K03,K08
6625,F,2,P03,P01,P08,K04,K02,K07
6626,F,2,P05,P06,P07,K01,K02,K08
6627,M,3,P02,P03,P06,K01,K03,K09
6632,F,6,P07,P04,P03,K01,K06,K04
6635,M,3,P02,P03,P06,K08,,
6636,M,6,P05,P07,P04,K01,K03,K06
6637,F,5,P01,P07,P02,K01,K04,K05
6641,M,1,P02,,,K03,K04,
6646,M,6,P03,P08,P07,K08,K03,K09
6647,M,6,P04,P03,P06,K01,K04,K05
6648,M,1,P02,P07,P04,K01,K09,K08
6651,M,3,P05,,,K08,,
6652,M,6,P08,P07,P05,K05,K06,K02
6654,F,3,P05,P06,P03,K01,K02,K09
6655,F,3,P06,P04,P03,K01,K03,K09
6656,M,9,P01,P03,,K02,,
6659,F,3,P05,P06,P03,K01,K03,K02
6660,M,7,P04,P07,P06,K05,K08,K04
6669,F,7,P07,P06,P03,K03,K01,K06
6671,M,6,P04,P08,,K01,,
6678,F,2,P05,,,K01,,
6684,F,8,P02,,,K06,,
6685,M,5,P03,P07,P06,K02,K01,K09
6689,M,5,P01,P07,P08,K06,K08,K09
6691,M,3,P04,P07,P06,K01,K03,
6695,F,4,P07,,,K07,,
6696,M,4,P04,P02,P06,K01,K08,K03
6698,M,4,P02,P06,P07,K01,K03,K08
6711,M,5,P03,P01,P06,K02,K01,K03
6717,F,3,P02,P08,P04,K06,K01,K02
6718,F,9,P01,P03,P08,K04,K06,K02
6720,F,6,P07,P08,P01,K02,K04,K09
6725,M,8,P03,,,K02,,
6727,M,4,P02,P07,,K01,K02,K03
6731,M,2,P06,P05,P07,K01,K02,K08
6734,M,5,P06,P02,P07,K04,K09,K01
6735,F,7,P07,P06,P02,K04,K02,K05
6748,F,8,P07,,,K03,,
6758,F,5,P02,P08,P07,K05,K07,K03
6759,M,9,P01,P03,P08,K04,K05,K03
6760,F,5,P01,P03,P06,K01,K04,K03
6761,M,5,P02,,,K08,,
6762,M,3,P03,P02,P07,K01,K02,K08
6770,F,4,P05,P06,,K01,,
6772,M,4,P07,P04,P08,K03,K01,K08
6779,F,5,P07,,,K03,,
6781,M,4,P07,P03,P02,K01,K03,K08
6784,F,5,P01,P02,P08,K01,K09,
6786,M,7,P01,P03,P02,K04,K06,K03
6791,F,1,P01,,,K06,,
6796,M,1,P05,,,K02,,
6802,M,2,P03,P05,P06,K01,K02,K08
6803,M,3,P01,P02,P06,K01,K02,K03
6805,F,4,P03,P07,P08,K02,K03,
6807,F,7,P02,P04,P07,K04,K03,K07
6809,F,2,P02,P03,P06,K01,,
6810,F,6,P02,P07,,K06,K03,
6812,M,4,P02,P06,P07,K01,K02,K08
6815,F,2,P04,P07,P02,K02,K03,K05
6817,M,6,P01,,,K09,,
6827,F,4,P07,P06,P03,K03,K02,K01
6831,M,8,P03,P01,P06,K02,K03,K05
6832,M,6,P05,P06,P02,K01,K08,K06
6834,M,3,P02,P05,P06,K01,K07,K09
6839,F,8,P08,P01,P03,K03,K01,K09
6845,M,7,P05,,,K05,,
6846,M,3,P07,P03,,K02,,
6849,M,5,P04,P07,P05,K02,K06,K03
6851,F,7,P06,P07,P02,K01,K04,K07
6852,M,3,P05,P06,P04,K08,K01,K02
6853,M,4,P03,P02,P07,K01,K06,K08
6862,M,7,P01,P06,P08,K05,K06,K03
6863,M,2,P02,P04,P03,K01,K02,K03
6865,M,9,P03,P06,P04,K02,K06,K04
6867,M,3,P03,P02,P07,K02,K08,K01
6869,M,4,P05,P02,,K09,K02,
6870,M,6,P06,P02,P03,K01,K02,K03
6872,M,6,P03,P05,P04,K06,K03,K09
6873,M,4,P02,,,K01,K02,K08
6877,F,9,P04,P05,P06,K01,K07,K08
6878,F,7,P06,P03,P07,K01,K03,K05
6879,M,4,P07,P08,,K03,K06,K05
6880,F,4,P03,P06,P05,K01,K04,K02
6881,F,5,P01,P02,P03,K01,K02,K03
6883,M,6,P06,P02,,K06,K01,K05
6886,F,7,P02,,,K03,K02,
6887,F,4,P02,P07,P03,K01,K03,K06
6888,M,6,P07,P08,P06,K08,K09,K02
6893,M,7,P03,P07,P01,K05,K06,
6913,F,8,P08,P07,P06,K04,K05,K07
6914,M,6,P05,,,K08,,
6915,M,5,P03,P04,P02,K08,K09,
6916,M,3,P02,P07,P06,K01,K08,K02
6918,F,5,P06,P07,P03,K01,K05,K06
6923,M,5,P07,P08,P04,K08,K02,K03
6929,F,4,P02,P06,,K01,,
6933,M,8,P03,,,K03,,
6937,F,4,P01,P07,P02,K01,K08,K09
6940,F,5,P03,P02,P07,K02,K01,K08
6943,F,4,P02,P04,P03,K08,K01,K03
6945,F,4,P07,P03,P06,K01,K03,K05
6946,M,5,P05,P07,P04,K08,K01,K09
6952,M,4,P05,P06,,K01,K08,
6954,M,1,P06,P05,,K02,K01,
6960,F,6,P07,P02,P08,K01,K03,K05
6961,M,3,P02,P03,P07,K01,K02,K08
6964,F,6,P07,P08,P06,K05,K06,K01
6967,M,5,P04,P02,P03,K01,K08,K09
6968,M,7,P02,P04,P07,K04,K03,K01
6973,M,6,P01,P08,P07,K02,K03,K08
6975,F,6,P03,P02,P01,K03,K02,K07
6985,M,5,P02,P07,P01,K06,K08,K02
6986,F,4,P03,P04,P05,K09,K04,K06
6990,F,5,P03,P07,P06,K03,K04,K01
6991,M,4,P02,P03,P07,K06,K08,K03
6996,M,4,P04,P07,P02,K05,K06,K02
6998,M,3,P01,P03,P05,K08,,
7006,M,4,P03,P02,P05,K01,K06,K09
7013,M,8,P04,P02,P08,K05,K09,K03
7018,M,7,P01,P03,P02,K01,K05,K09
7020,F,8,P02,P07,P06,K03,K06,K04
7026,F,2,P02,P03,P07,K01,K02,K03
7034,F,8,P01,P03,P06,K02,K04,K09
7037,M,6,P04,,,K02,,
7040,F,3,P01,P06,P08,K01,K02,K03
7045,F,1,P06,,,K07,,
7046,F,2,P02,P05,P07,K01,K06,K02
7048,M,5,P05,P07,,K08,,
7051,F,5,P01,P05,P02,K01,K06,K02
7057,M,4,P05,P02,P03,K06,K05,K08
7059,M,4,P03,P05,P04,K01,K02,K08
7060,M,6,P06,,,K01,,
7067,M,6,P04,P02,P05,K01,K08,K07
7073,F,5,P02,,,K01,,
7074,F,7,P06,P01,P03,K02,K03,K04
7075,M,8,P04,P06,P05,K03,K04,K08
7076,F,5,P02,P07,P03,K01,K02,K06
7078,M,7,P04,P02,P05,K09,K01,K08
7080,M,3,P05,P06,,K01,K02,K08
7083,M,8,P03,P07,,K04,,
7091,M,6,P02,P04,P07,K01,K05,K08
7092,M,8,P01,P02,P03,K06,K04,K02
7093,F,5,P02,P05,P07,K01,K02,K03
7102,M,3,P01,P02,P04,K01,K02,K07
7110,M,7,P02,P03,P06,K02,K05,K01
7111,F,6,P06,P07,P02,K01,K02,K03
7112,M,3,P02,P07,P04,K01,K09,K08
7115,F,2,P06,,,K01,,
7116,M,6,P07,P01,P03,K02,K05,K08
7124,M,3,P02,P04,P05,K02,K01,K07
7132,F,2,P06,P08,P02,K03,K06,K01
7134,F,3,P06,,,K01,,
7136,M,4,P03,P05,P01,K01,K08,K07
7137,F,1,P02,,,K03,,
7138,M,8,P02,P06,P07,K02,K09,K04
7139,F,3,P02,P07,P06,K01,K03,K04
7140,F,2,P03,P06,P07,K01,K03,K07
7142,M,5,P06,P05,P07,K04,K03,K01
7147,F,4,P02,P06,P07,K01,K03,K05
7149,M,5,P07,P04,P03,K03,K08,K06
7150,F,3,P04,P03,P06,K01,K02,K09
7152,F,3,P06,,,K01,,
7156,F,4,P04,P07,P06,K01,K03,K05
7158,M,3,P02,P06,P03,K02,K08,K01
7163,F,6,P07,P06,P08,K06,K05,K01
7166,F,4,P02,P08,P07,K01,K03,K05
7170,F,2,P02,P04,P06,K01,K03,K08
7182,M,5,P03,P02,P05,K04,K08,K05
7184,F,5,P07,,,K06,,
7194,F,6,P02,P04,P08,K02,K04,K08
7197,M,3,P04,P02,P06,K01,K08,K03
7198,F,6,P01,P03,P06,K01,K03,K06
7209,M,7,P02,P01,P07,K03,K01,K07
7211,F,5,P04,P08,P07,K03,K05,K07
7215,F,2,P06,P07,P03,K01,K03,K04
7217,F,6,P06,,,K01,,
7223,M,3,P06,P07,P03,K01,K03,K08
7225,M,5,P02,P04,P07,K01,K06,K09
7228,M,7,P03,P08,P06,K05,K06,K02
7229,M,8,P01,P08,P07,K06,K03,K04
7230,F,8,P06,P03,P01,K03,K04,K02
7241,F,4,P06,,,K01,,
7248,M,3,P07,P06,,K01,K06,
7249,M,4,P07,P06,P04,K01,K02,K03
7250,F,7,P07,P08,,K05,K06,
7252,F,3,P07,P02,P06,K01,K08,K02
7254,M,5,P07,P06,P04,K08,K01,K03
7256,F,6,P05,P06,P07,K01,K07,K04
7265,M,2,P05,P06,,K01,K02,K08
7269,F,5,P02,P06,P07,K02,K01,K06
7275,F,8,P02,P07,P03,K07,K01,K03
7281,F,3,P06,,,K01,,
7285,M,3,P05,P08,P07,K01,K02,K08
7286,M,3,P03,,,K09,,
7288,F,6,P01,P03,P07,K01,K07,K08
7289,F,6,P01,P06,P07,K02,K03,K08
7295,F,8,P03,,,K06,,
7298,M,6,P04,P08,P07,K08,K02,K07
7300,F,3,P07,P04,P06,K01,K02,K06
7301,F,3,P02,P03,P06,K01,K02,K03
7306,F,3,P08,P03,P01,K01,K04,K07
7309,F,3,P06,,,K01,,
7312,F,6,P03,P01,P02,K03,K01,K02
7314,M,4,P06,P07,P04,K01,K09,K08
7318,M,5,P06,P05,P02,K01,K04,K09
7320,M,5,P01,P02,P03,K07,K08,K01
7324,F,6,P06,,,K03,,
7325,F,8,P06,P07,P02,K04,K01,K05
7326,M,5,P04,P05,P06,K03,K06,K08
7332,M,7,P01,P07,P08,K03,K02,K05
7333,M,6,P05,P06,P07,K05,K08,K01
7338,M,3,P07,P02,,K01,K03,K02
7339,M,4,P03,P05,P07,K01,K08,K09
7342,F,7,P01,P07,P08,K01,K04,K09
7346,F,6,P03,P08,,K04,K05,K02
7353,M,2,P06,P07,P05,K01,K02,K09
7355,M,3,P01,,,K01,,
7356,M,6,P03,P08,P01,K04,K05,K02
7358,F,9,P06,P03,P08,K02,K05,K04
7367,F,4,P06,P03,P08,K01,K03,K05
7368,F,3,P02,P07,P06,K01,,
7369,F,8,P01,P06,P07,K04,K07,K09
7371,M,2,P02,P06,P05,K01,K03,K06
7377,M,4,P03,P05,P06,K02,K09,K07
7378,F,5,P06,,,K01,,
7382,M,5,P05,P07,P08,K05,K06,K09
7383,F,8,P06,P04,P03,K04,K03,K07
7384,F,8,P01,P03,P06,K01,K03,K04
7385,F,8,P08,P07,P02,K02,K09,K07
7390,M,4,P04,P05,P06,K01,K03,
7393,F,6,P04,P05,P07,K01,K02,K03
7394,F,5,P08,,,K09,,
7398,M,5,P03,P04,P01,K02,K08,K09
7399,M,7,P04,P07,P02,K02,K06,K03
7403,F,5,P07,P02,P04,K03,K04,K09
7405,M,4,P07,,,K01,,
7409,F,6,P01,P02,P03,K01,K03,
7414,M,5,P03,P02,P05,K02,K03,K08
7426,F,3,P05,P07,P06,K01,K09,K07
7436,M,9,P07,P08,P03,K02,K06,K05
7439,M,7,P08,P07,P01,K03,K06,K05
7444,M,6,P05,P07,,K01,K03,
7450,M,6,P03,,,K03,,
7453,M,5,P07,P05,P04,K03,K06,K08
7454,F,2,P06,P05,P07,K01,,
7456,M,9,P01,P06,P03,K05,K04,K09
7459,M,6,P07,P01,P04,K08,K03,K01
7461,M,4,P02,P07,P04,K08,K06,
7463,F,9,P03,P01,P06,K03,K06,K04
7466,M,6,P01,P02,P03,K02,K05,K09
7468,F,5,P07,P08,P01,K06,K08,K05
7469,F,6,P07,P06,P03,K01,K03,K07
7473,F,8,P01,P02,P06,K03,,
7475,F,5,P03,P07,P05,K04,K09,K02
7481,M,6,P03,P07,P08,K03,K02,K09
7483,F,5,P04,P01,P05,K01,K08,K09
7484,M,3,P06,P03,P05,K02,K08,
7490,M,6,P01,P06,P08,K01,K03,K04
7491,M,4,P08,P06,P01,K05,K06,K01
7494,M,5,P05,,,K02,,
7496,M,3,P01,P03,P05,K03,K08,K04
7499,M,3,P05,P06,P03,K01,K08,K06
7501,F,7,P08,P07,P02,K04,K01,K07
7506,M,3,P06,P05,P02,K01,K03,
7523,F,8,P07,P08,P06,K01,K04,K02
7537,M,5,P02,P06,P05,K01,K02,K03
7538,M,9,P05,P01,P04,K09,K05,K04
7541,F,6,P06,P08,P01,K06,K04,
7548,F,5,P03,P04,P02,K09,K01,K03
7552,F,5,P02,,,K03,,
7553,M,4,P07,P04,P02,K01,K08,K02
7554,M,9,P07,P08,,K03,K06,K05
7555,F,4,P01,P05,P08,K01,K07,K04
7557,F,8,P06,P03,P02,K03,K04,K06
7562,M,8,P05,,,K07,K09,
7566,F,6,P08,,,K01,K06,K03
7576,M,4,P04,P07,P02,K03,K08,K02
7577,F,4,P04,P02,P07,K01,K08,K05
7582,F,5,P07,P08,P06,K01,K07,K05
7583,M,6,P01,P03,P08,K02,K05,K06
7586,F,7,P06,P08,P03,K02,K04,K07
7589,M,4,P03,P06,P07,K01,K03,K02
7592,F,4,P01,P06,P08,K03,K05,K07
7604,M,6,P07,P08,P02,K02,K05,K06
7607,F,4,P08,P07,P05,K09,K01,K04
7610,M,5,P01,P02,P04,K01,K03,
7618,F,8,P07,P06,,K01,,
7619,M,6,P02,P07,P08,K05,K01,K06
7620,M,7,P07,P01,P06,K06,K03,K05
7623,F,4,P02,P06,P05,K01,K02,K03
7627,M,4,P04,P05,P06,K08,,
7631,F,6,P03,P04,P08,K02,K03,K04
7634,M,8,P02,P07,P01,K06,K03,K09
7638,F,9,P06,P01,,K04,K02,K07
7641,F,3,P06,,,K01,,
7642,M,3,P05,P06,P02,K01,K02,K04
7655,M,8,P04,,,K02,,
7657,F,12,P07,P05,P08,K06,K09,K04
7659,F,2,P02,,,K01,,
7660,M,5,P04,P06,,K01,K02,K03
7661,M,4,P07,,,K01,,
7664,F,3,P02,P03,P07,K01,,
7666,M,3,P03,,,K01,,
7668,M,6,P03,P06,P04,K08,K02,K01
7672,M,6,P03,P04,P05,K02,K03,K08
7678,F,5,P02,P06,P07,K04,K01,K05
7681,M,8,P01,P02,P08,K08,K03,K04
7683,F,5,P08,P02,P03,K06,K03,K02
7687,M,3,P02,P06,P07,K01,K02,
7688,M,9,P07,P08,P03,K02,K03,K05
7694,M,8,P07,P05,P01,K04,K05,K03
7697,M,4,P03,P05,P06,K05,K06,K09
7699,M,3,P08,P07,P06,K09,K08,K07
7701,M,4,P08,,,K01,K08,K09
7703,M,2,P05,,,K01,,
7704,F,2,P06,,,K01,,
7705,F,3,P02,P06,P07,K01,K03,K04
7707,F,2,P07,P06,P03,K01,K02,K03
7708,M,4,P02,P04,P07,K01,K05,K07
7716,F,6,P01,P02,P03,K04,K05,K03
7717,F,8,P01,P03,P08,K06,K03,K05
7727,F,3,P02,P05,P06,K01,K02,K05
7736,M,4,P07,P06,P05,K06,K05,K08
7740,M,5,P07,P08,P02,K06,K01,K03
7741,M,5,P05,,,K06,,
7749,M,4,P05,P07,,K01,,
7750,F,6,P07,,,K04,K01,
7752,F,4,P06,,,K01,,
7755,M,5,P02,P06,P03,K01,K03,K09
7759,F,7,P06,P07,P05,K02,,
7761,M,3,P02,P06,P05,K08,K05,K01
7765,F,1,P05,P06,P07,K01,K02,K04
7766,F,6,P05,P03,P08,K02,K01,K05
7768,M,2,P02,P07,P05,K09,K07,K08
7769,M,10,P05,P07,P08,K09,K05,K04
7770,M,4,P04,P03,P08,K08,K02,K05
7772,M,6,P03,P06,P05,K05,K06,K09
7774,M,6,P08,P07,P04,K01,K03,K07
7777,F,4,P02,P06,P04,K01,K07,K06
7780,M,8,P01,P07,P03,K06,K03,
7782,M,9,P02,,,K03,K02,
7796,F,5,P02,P06,P03,K01,K02,K08
7811,M,4,P05,P07,P06,K01,,
7818,F,8,P08,P07,P03,K04,K07,K09
7819,F,3,P03,P05,P06,K01,K02,K08
7820,M,9,P02,P07,P08,K03,K05,K07
7824,M,5,P03,P07,P08,K03,K05,K08
7826,F,4,P02,P03,P05,K01,K02,K03
7829,M,4,P07,P05,,K06,K08,
7835,F,8,P03,P04,P07,K04,,
7839,F,3,P06,P04,P07,K01,K07,K02
7840,F,4,P03,P04,P02,K02,K08,K09
7847,M,8,P01,,,K04,,
7848,F,6,P07,P04,,K02,K03,
7852,F,3,P07,P06,P03,K02,K06,K01
7857,M,7,P06,P07,P05,K02,K09,
7858,F,7,P02,,,K01,,
7860,F,3,P02,P07,,K03,K02,
7863,M,6,P07,P08,P01,K06,K03,K05
7866,F,3,P06,P02,P07,K01,K03,K02
7868,M,3,P02,,,K02,,
7869,F,8,P07,P04,P01,K07,K05,K04
7872,M,3,P04,P02,P06,K08,K02,K01
7876,M,2,P02,P05,P04,K01,K02,K09
7877,M,6,P02,P03,P05,K01,K03,K02
7878,F,9,P02,P03,P07,K03,K04,K05
7880,F,4,P02,P03,P07,K01,K02,K03
7882,F,4,P02,P07,,K01,K02,K06
7884,F,3,P07,,,K01,,
7886,M,5,P06,,,K03,,
7887,M,9,P02,P06,P01,K02,K06,K07
7888,F,5,P04,P06,P07,K01,K03,
7896,F,7,P06,P07,P08,K03,K04,K01
7898,M,8,P07,P08,,K01,K02,K08
7899,M,5,P05,,,K02,,
7900,F,5,P02,P06,P07,K03,K07,K02
7901,F,3,P08,,,K06,,
7902,M,2,P02,P06,P07,K01,K06,K09
7909,M,3,P03,P06,P07,K01,K02,K03
7920,M,6,P07,P08,P02,K01,K05,K06
7928,M,3,P06,P05,P03,K01,K02,K08
7929,F,3,P02,,,K01,,
7930,F,5,P05,P03,P06,K01,K03,
7932,M,5,P03,P02,P07,K02,K03,K08
7936,F,8,P06,,,K04,,
7946,M,2,P07,,,K01,,
7950,M,4,P03,P06,P01,K03,K04,K05
7956,M,7,P01,P06,P08,K01,K05,K09
7957,F,5,P06,P07,P03,K01,K02,K03
7958,F,8,P01,P03,P02,K02,K04,K03
7961,M,7,P04,P01,P03,K01,K02,K05
7963,M,7,P01,P07,P08,K09,K05,K04
7964,F,5,P04,P08,P01,K03,K04,K06
7965,F,8,P06,P02,P01,K04,K06,K09
7970,F,3,P03,P01,P06,K02,K01,K08
7971,F,3,P07,P08,P06,K01,K06,K04
7972,F,4,P07,P08,P04,K01,K08,K02
7977,M,4,P07,P04,P02,K01,K02,K07
7981,M,5,P01,P07,P02,K08,K04,K03
7982,F,3,P06,P02,P03,K01,,
7987,M,7,P01,P06,P07,K04,K05,K02
7988,M,4,P02,,,K01,,
7992,F,6,P05,,,K05,K09,
7993,F,3,P07,P06,P02,K01,,
7996,F,4,P04,,,K01,,
8004,M,3,P06,,,K01,K07,K03
8005,F,10,P01,P06,P08,K03,K06,K07
8006,M,4,P07,P08,P02,K05,K01,K06
8017,M,6,P05,,,K09,,
8019,M,5,P01,P07,,K05,K06,
8026,M,7,P01,P02,P03,K03,K06,K05
8034,F,6,P03,P07,P02,K01,K03,K04
8035,M,3,P05,P03,P02,K02,K08,K01
8039,F,6,P06,P07,P02,K01,K04,K06
8043,F,3,P06,P05,P07,K01,K02,K08
8047,M,5,P07,P02,P06,K01,K06,K03
8049,F,6,P07,P02,P06,K07,K04,K01
8050,F,6,P01,P07,P08,K06,K05,K04
8052,F,9,P06,P03,P07,K01,K02,K03
8055,M,8,P01,P03,P04,K02,K04,K09
8056,F,6,P04,P07,P02,K03,K09,K07
8057,F,8,P06,,,K06,,
8058,F,7,P02,P06,P07,K01,K07,K03
8059,M,4,P07,P05,P03,K02,K08,K06
8060,M,7,P03,P07,P02,K03,K04,K07
8063,M,8,P06,P01,,K08,K02,K04
8067,M,4,P05,P04,P07,K01,K08,K02
8068,F,6,P04,,,K06,,
8070,F,4,P02,P05,P04,K01,K03,K09
8076,F,8,P02,,,K03,,
8079,F,4,P06,P03,P07,K01,K09,
8081,M,7,P01,P02,P08,K04,,
8084,F,3,P06,P03,,K01,K02,
8093,F,6,P08,P07,P03,K03,K05,K06
8097,F,8,P06,P07,P08,K02,K04,K03
8101,F,5,P02,P06,,K04,K01,K06
8102,M,4,P05,P07,P06,K03,K01,K09
8103,M,7,P02,P07,P06,K08,K03,K07
8105,M,4,P02,P04,P05,K08,K05,K01
8113,F,7,P02,P03,P04,K05,K03,K01
8116,F,6,P08,P07,P06,K04,K06,K05
8122,F,6,P05,P07,P06,K06,,
8124,M,6,P07,P02,P06,K06,K01,
8126,F,4,P03,P05,P02,K08,K05,
8135,M,4,P03,P05,P07,K01,K08,K09
8137,M,2,P02,P04,P03,K01,K03,K07
8139,M,7,P05,P06,,K09,K08,K04
8161,M,8,P01,P07,P08,K02,K03,K04
8169,F,6,P05,,,K01,K02,
8170,M,6,P07,P08,P04,K02,K03,K05
8171,F,3,P03,P04,P07,K01,K03,
8175,F,1,P03,P06,P07,K03,K05,K06
8177,M,3,P05,,,K01,K03,
8182,F,5,P06,P03,P01,K07,K03,K01
8186,M,6,P02,P04,P07,K02,K03,K08
8191,M,9,P04,P07,P05,K02,K01,
8194,F,5,P05,P07,P06,K01,K06,K05
8199,M,4,P08,P01,P02,K01,K08,K09
8201,F,4,P06,,,K02,,
8207,M,9,P01,P03,P07,K05,K03,K02
8217,M,5,P06,P03,P04,K02,K08,K07
8227,F,8,P07,P01,P08,K03,K06,K04
8228,F,8,P06,P08,P03,K04,K05,K03
8232,M,5,P05,P02,P06,K01,K07,K09
8233,F,10,P06,P03,P08,K05,K03,K06
8242,M,5,P07,P08,,K06,K07,K05
8252,F,11,P02,P05,P06,K02,K04,K07
8253,M,7,P02,P01,P06,K05,K03,K01
8254,F,8,P01,P06,P07,K04,K05,K06
8257,M,4,P02,P06,P03,K01,K02,K03
8258,F,5,P03,P06,P02,K01,K09,K05
8267,F,8,P01,P02,P07,K03,K06,K05
8268,M,4,P01,,,K08,,
8272,F,7,P01,P03,P06,K01,K03,K04
8273,M,3,P02,P05,P03,K01,K08,K02
8274,M,13,P05,,,K01,,
8275,F,7,P02,P03,,K01,K05,K06
8299,M,9,P01,P06,P05,K06,K03,K04
8302,M,4,P03,P06,P02,K03,K08,
8304,M,5,P06,P05,P07,K01,K03,K08
8305,F,7,P02,,,K03,,
8309,F,6,P02,P03,P07,K04,K03,K01
8319,F,6,P01,,,K01,,
8321,F,3,P02,P05,,K01,K03,K06
8323,F,3,P06,,,K02,,
8326,M,4,P05,,,K01,,
8335,F,6,P05,P06,P03,K01,K03,K04
8347,M,6,P07,P08,P01,K05,K08,K04
8351,M,8,P01,,,K05,,
8356,F,1,P06,,,K02,,
8369,F,6,P06,P03,P01,K01,K04,K02
8373,F,5,P02,P01,P06,K01,K03,K07
8377,M,3,P06,,,K01,,
8379,M,4,P03,P04,P02,K02,K08,K01
8391,M,2,P05,P07,P03,K01,K07,K09
8395,F,5,P01,P08,P03,K05,K01,K09
8401,M,5,P06,P05,P01,K08,K02,K09
8406,F,2,P06,,,K01,,
8407,F,2,P02,,,K03,,
8410,M,8,P02,,,K06,,
8411,F,8,P08,P07,P01,K04,K09,K02
8415,M,5,P07,P05,P02,K08,K06,K03
8420,F,7,P01,P07,P03,K03,K06,K01
8429,F,7,P06,P07,,K04,K03,K05
8432,F,5,P06,,,K08,,
8437,F,3,P05,P07,P04,K03,K02,K01
8440,F,13,P06,,,K03,,
8442,M,10,P03,P01,P07,K03,K01,K02
8445,F,8,P03,P06,P05,K02,K04,K09
8446,F,5,P02,P07,P04,K01,,
8450,F,8,P03,P02,P08,K03,K06,
8454,F,8,P03,P06,P01,K05,K04,K09
8458,F,7,P07,P06,P02,K01,K03,K06
8480,M,4,P07,P08,P06,K05,K06,K01
8482,M,6,P01,P02,P03,K07,,
8483,F,4,P06,P07,P08,K03,K06,
8484,F,3,P02,P06,P05,K01,K02,K03
8493,F,3,P06,P07,P03,K01,,
8496,M,8,P03,P02,P08,K03,K05,K09
8497,M,3,P02,P03,P06,K01,K02,K03
8500,F,8,P06,P03,,K04,K03,
8502,M,4,P05,,,K01,K09,K08
8505,M,1,P07,P02,P03,K08,K05,K02
8509,F,13,P06,P07,,K09,,
8513,F,1,P07,,,K03,,
8514,F,1,P03,P06,P04,K01,K03,
8515,M,5,P06,P07,P01,K08,,
8520,F,5,P07,P08,P02,K05,K03,K01
8522,M,3,P05,,,K07,,
8526,M,1,P08,,,K09,,
8529,F,7,P06,P02,P03,K01,K07,K04
8530,M,4,P01,P05,P06,K01,K09,
8538,F,6,P03,,,K02,,
8546,F,8,P06,,,K02,,
8550,F,4,P03,P06,P02,K01,K02,K03
8555,M,7,P04,P07,P02,K09,,
8561,F,10,P01,P06,P05,K03,,
8568,M,6,P04,P02,P07,K06,K08,K01
8571,F,8,P06,,,K01,,
8572,F,5,P03,,,K03,,
8580,F,3,P04,P05,P07,K01,K02,K07
8583,F,3,P07,P02,P08,K06,K01,K03
8584,M,5,P04,P05,P02,K01,K09,K04
8589,M,4,P02,P07,,K03,,
8590,M,7,P08,P07,P02,K05,K06,K08
8592,F,3,P05,,,K01,,
8595,F,4,P06,P05,P03,K01,K02,K03
8596,F,12,P06,,,K01,,
8598,M,4,P02,P03,P07,K01,K02,K03
8600,F,7,P06,,,K02,,
8603,M,5,P07,P02,P06,K03,K05,K06
8610,F,3,P04,P03,P05,K01,K02,
8613,M,4,P04,P07,P03,K01,K03,K05
8618,M,4,P02,P04,P07,K03,K02,K08
8621,M,7,P03,P02,P06,K03,K01,K05
8622,M,7,P01,P06,P05,K04,K09,K03
8626,M,9,P02,P03,P01,K09,K04,K08
8627,F,8,P06,P01,P08,K01,K06,K05
8628,M,4,P06,P07,P03,K08,K01,K05
8632,M,8,P02,P07,P08,K06,K05,K03
8636,M,5,P04,P07,,K01,K09,
8637,M,8,P01,P06,P03,K04,K02,K09
8639,M,7,P01,P06,P07,K06,,
8640,F,5,P04,P07,P02,K01,K06,K05
8641,F,8,P01,,,K01,,
8643,M,4,P05,,,K01,,
8649,M,7,P01,P07,P08,K05,K03,K04
8651,F,3,P01,,,K01,K02,
8655,M,2,P06,P03,P07,K01,K03,K06
8659,F,4,P03,,,K01,K06,K02
8660,M,3,P03,P04,P06,K01,K02,K08
8661,M,5,P05,P03,P06,K05,K08,K02
8665,F,4,P03,P04,P07,K01,K02,K08
8668,F,3,P04,P06,P02,K01,K02,K03
8677,F,6,P01,P03,P04,K04,K02,K07
8678,F,8,P07,P08,P06,K01,K03,K06
8680,M,8,P01,P06,P03,K02,K05,K06
8681,M,2,P06,P04,P07,K01,K02,K03
8684,F,3,P06,P04,P02,K01,K07,K02
8687,M,3,P05,,,K02,,
8691,F,6,P01,P02,P03,K04,K05,K06
8692,M,3,P06,P02,P05,K01,K03,
8694,M,3,P05,P07,P06,K03,K01,K06
8695,F,2,P08,P06,P05,K01,K05,K06
8698,M,5,P05,P02,P03,K01,K02,K03
8699,F,1,P01,P02,P03,K01,K02,K03
8704,F,3,P07,,,K04,,
8709,M,4,P04,P06,P07,K01,K02,
8712,M,4,P06,,,K03,,
8713,M,5,P07,P08,P03,K03,K02,K07
8716,M,4,P06,,,K01,,
8720,M,4,P01,,,K05,,
8722,M,6,P07,P08,P02,K05,K06,K07
8724,F,5,P03,P02,P06,K01,K04,K05
8725,M,8,P06,P03,P01,K07,K02,K04
8732,F,2,P06,P03,P02,K01,,
8747,M,3,P07,,,K01,K02,K09
8748,M,2,P05,P02,,K01,,
