,profile_id,predicted_list
1541,5342,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1542,5345,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1543,5346,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1544,5349,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1545,5352,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1546,5354,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1547,5358,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1548,5359,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1549,5360,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1550,5362,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1551,5366,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1552,5367,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1553,5371,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1554,5374,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1555,5386,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1556,5387,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1557,5389,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1558,5390,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1559,5395,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1560,5398,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1561,5401,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1562,5403,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1563,5407,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1564,5409,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1565,5412,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1566,5413,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1567,5415,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1568,5419,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1569,5433,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1570,5435,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1571,5438,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1572,5439,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1573,5448,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1574,5450,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1575,5452,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1576,5464,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1577,5465,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1578,5466,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1579,5467,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1580,5469,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1581,5473,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1582,5475,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1583,5482,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1584,5484,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1585,5486,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1586,5488,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1587,5493,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1588,5496,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1589,5499,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1590,5500,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1591,5502,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1592,5506,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1593,5510,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1594,5511,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1595,5519,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1596,5521,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1597,5523,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1598,5524,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1599,5526,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1600,5527,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1601,5530,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1602,5535,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1603,5541,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1604,5545,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1605,5547,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1606,5549,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1607,5550,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1608,5551,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1609,5553,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1610,5555,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1611,5559,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1612,5571,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1613,5572,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1614,5573,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1615,5574,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1616,5583,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1617,5586,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1618,5587,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1619,5595,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1620,5596,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1621,5597,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1622,5600,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1623,5602,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1624,5608,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1625,5609,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1626,5614,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1627,5615,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1628,5616,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1629,5622,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1630,5629,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1631,5634,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1632,5635,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1633,5639,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1634,5640,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1635,5641,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1636,5643,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1637,5649,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1638,5650,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1639,5651,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1640,5652,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1641,5657,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1642,5660,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1643,5661,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1644,5667,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1645,5669,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1646,5670,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1647,5675,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1648,5680,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1649,5681,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1650,5682,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1651,5684,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1652,5690,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1653,5691,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1654,5692,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1655,5693,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1656,5701,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1657,5702,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1658,5707,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1659,5708,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1660,5719,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1661,5722,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1662,5723,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1663,5724,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1664,5727,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1665,5732,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1666,5733,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1667,5734,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1668,5737,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1669,5738,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1670,5739,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1671,5740,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1672,5741,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1673,5749,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1674,5750,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1675,5752,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1676,5753,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1677,5754,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1678,5762,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1679,5763,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1680,5767,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1681,5768,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1682,5775,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1683,5786,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1684,5794,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1685,5795,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1686,5798,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1687,5801,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1688,5807,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1689,5809,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1690,5813,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1691,5815,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1692,5816,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1693,5818,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1694,5823,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1695,5825,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1696,5827,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1697,5829,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1698,5835,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1699,5836,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1700,5848,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1701,5849,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1702,5850,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1703,5851,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1704,5854,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1705,5855,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1706,5865,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1707,5869,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1708,5870,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1709,5872,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1710,5874,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1711,5882,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1712,5888,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1713,5889,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1714,5890,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1715,5892,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1716,5900,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1717,5905,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1718,5919,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1719,5920,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1720,5922,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1721,5924,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1722,5927,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1723,5929,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1724,5931,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1725,5933,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1726,5934,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1727,5940,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1728,5942,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1729,5946,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1730,5947,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1731,5950,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1732,5951,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1733,5963,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1734,5967,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1735,5968,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1736,5970,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1737,5973,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1738,5976,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1739,5983,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1740,5993,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1741,5995,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1742,5999,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1743,6003,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1744,6005,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1745,6007,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1746,6011,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1747,6015,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1748,6022,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1749,6027,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1750,6028,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1751,6031,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1752,6040,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1753,6042,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1754,6047,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1755,6050,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1756,6053,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1757,6054,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1758,6068,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1759,6072,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1760,6074,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1761,6075,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1762,6076,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1763,6079,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1764,6081,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1765,6083,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1766,6085,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1767,6093,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1768,6097,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
1769,6105,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
